page_ptr_id,date,body,main_image_id,featured,image_carousel,vimeo_link,body_de,body_en,body_es,search_description_de,search_description_en,search_description_es,seo_title_de,seo_title_en,seo_title_es,slug_de,slug_en,slug_es,title_de,title_en,title_es,url_path_de,url_path_en,url_path_es,main_image_caption,main_image_caption_de,main_image_caption_en,main_image_caption_es,gefoerdert_durch_img_id,active,urls
29,2015-05-01,"The Humboldt-Universität zu Berlin (HU) in cooperation with the Universidad de Buenos Aires (UBA) are organizing the non-consecutive, interdisciplinary international master degree program Open Design.he program aims for graduates to acquire interdisciplinary competencies in a broad spectrum of scientific methodologies that encompass cultural studies and social sciences through analysis and historicizing, scientific experimenting from the natural sciences, and creative synthesis from the design disciplines; they will be familiar with praxis-oriented and creative problem-solving strategies. The program will prepare students in specific social and intercultural competencies, including critical self-reflection in collaboration with the interdisciplinary team, linguistic competencies in a trilingual degree program (English, German, Spanish), and intercultural competency in communications between internationally differentiated cultures of knowledge.",691,f,[],https://vimeo.com/134834409,,"The Humboldt-Universität zu Berlin (HU) in cooperation with the Universidad de Buenos Aires (UBA) are organizing the non-consecutive, interdisciplinary international master degree program Open Design.he program aims for graduates to acquire interdisciplinary competencies in a broad spectrum of scientific methodologies that encompass cultural studies and social sciences through analysis and historicizing, scientific experimenting from the natural sciences, and creative synthesis from the design disciplines; they will be familiar with praxis-oriented and creative problem-solving strategies. The program will prepare students in specific social and intercultural competencies, including critical self-reflection in collaboration with the interdisciplinary team, linguistic competencies in a trilingual degree program (English, German, Spanish), and intercultural competency in communications between internationally differentiated cultures of knowledge.",,,,,,,,1-master-open-design,,,"#1 Master »Open Design«","#1 Master »Open Design«",,/home/1-master-open-design/,,,,,,,,1,"https://vimeo.com/134834409 https://vimeo.com/134834409"
30,2015-11-15,"Science meets Comic – so lautete der Titel eines Workshops der Forschergruppe »Die Anthropozän-Küche«. Ziel war die Fertigstellung der letzten Kapitel eines Comics zur zukünftigen Ernährung der Welt durch zehn Zeichnerinnen und Zeichner aus zehn Ländern der Welt. In einer Reise durch die Küchen und Kochgewohnheiten der Welt unterbreitet der Comic Vorschläge und Ideen, wie die Weltbevölkerung im Jahr 2050 zu ernähren sein könnten. Weitere Informationen zum Forschungsprojekt: hu.berlin/75534",677,f,[],https://vimeo.com/145612501,"Science meets Comic – so lautete der Titel eines Workshops der Forschergruppe »Die Anthropozän-Küche«. Ziel war die Fertigstellung der letzten Kapitel eines Comics zur zukünftigen Ernährung der Welt durch zehn Zeichnerinnen und Zeichner aus zehn Ländern der Welt. In einer Reise durch die Küchen und Kochgewohnheiten der Welt unterbreitet der Comic Vorschläge und Ideen, wie die Weltbevölkerung im Jahr 2050 zu ernähren sein könnten. Weitere Informationen zum Forschungsprojekt: hu.berlin/75534",,,,,,,,,8-science-meets-comic,,,"#8 Science meets Comic","#8 Science meets Comic",,/home/8-science-meets-comic/,,,,,,,,1,"https://hu.berlin/75534 https://vimeo.com/145612501 https://hu.berlin/75534 https://hu.berlin/75534 https://vimeo.com/145612501 https://hu.berlin/75534"
27,2015-10-01,"Was sind die Möglichkeiten und Grenzen der Kulturtechnik des Spiels? Welche Gemeinsamkeitenbestehen zwischen Spiel und Experiment? Welche Faktoren beeinflussen die Topographie des Spielfeldes?Diese Fragen werden aus theoretischer Perspektive von Wissenschaftler_innen desInterdisziplinären Labors mit Praktiker_innen der Gamesbranche im gamelab.berlin diskutiert.Weitere Infos: gamelab.berlin/de/home_de/",674,f,[],https://vimeo.com/140324698,"Was sind die Möglichkeiten und Grenzen der Kulturtechnik des Spiels? Welche Gemeinsamkeitenbestehen zwischen Spiel und Experiment? Welche Faktoren beeinflussen die Topographie des Spielfeldes?Diese Fragen werden aus theoretischer Perspektive von Wissenschaftler_innen desInterdisziplinären Labors mit Praktiker_innen der Gamesbranche im gamelab.berlin diskutiert.Weitere Infos: gamelab.berlin/de/home_de/",,,,,,,,,6-gamelabberlin,,,"#6 gamelab.berlin",,,/home/6-gamelabberlin/,,,,,,,,1,"http://gamelab.berlin/de/home_de/ https://vimeo.com/140324698 http://gamelab.berlin/de/home_de/ http://gamelab.berlin/de/home_de/ https://vimeo.com/140324698 http://gamelab.berlin/de/home_de/"
2168,2016-08-01,"Auf der diesjährigen Woche der Umwelt im Schloss Bellevue stellte die Anthropozän-Küche ihren Wissenschaftscomic »Die Anthropozän-Küche. Matooke, Bienenstich und eine Prise Phosphor - In zehn Speisen um die Welt« vor.OmeU",1094,t,[],https://vimeo.com/177051897,"Auf der diesjährigen Woche der Umwelt im Schloss Bellevue stellte die Anthropozän-Küche ihren Wissenschaftscomic »Die Anthropozän-Küche. Matooke, Bienenstich und eine Prise Phosphor - In zehn Speisen um die Welt« vor.OmeU",,,,,,,,,die-anthropozan-kuche-auf-der-woche-der-umwelt-2016,,,"Die Anthropozän-Küche auf der Woche der Umwelt 2016",,,/home/die-anthropozan-kuche-auf-der-woche-der-umwelt-2016/,,,,,,,,1,"https://vimeo.com/177051897 https://vimeo.com/177051897"
28,2015-11-01,"Wie im Cluster selbst, kommen in der Experimentalzone Forscher_innen zusammen, die die unterschiedlichsten Themen bearbeiten. Aber welche sind das den genau? Und bestehen vielleicht thematische Überschneidungen, die noch unbekannt sind? Wie können wir dieses Potenzial sichtbar machen? Diese Fragen haben uns im ersten Experimentalsetting – »Aktivitätswand« – beschäftigt. Im Rahmen dessen haben wir den Teilnehmer_innen eine 7,5m² große Pinnwand zur Verfügung gestellt und sie gebeten wöchentlich ein Objekt daran zu pinnen, das ihre Arbeit der vergangenen Woche repräsentiert. Es blieb dabei den Teilnehmer_innen überlassen, welcher Art das Objekt ist. Außerdem wurden sie gebeten mit Schnüren Verbindungen zu den Objekten anderer Teilnehmer_innen aufzuzeigen, zu denen eine thematische Nähe besteht.Im Laufe des Experimentalsettings entstand so nach und nach eine Visualisierung eines Netzwerks der Forschungsobjekte der Teilnehmer_innen der Experimentalzone, das nicht nur die bestehende Vernetzung, sondern auch Gelegenheiten für neue Vernetzungen aufzeigt.",676,f,[],https://vimeo.com/145154276,"Wie im Cluster selbst, kommen in der Experimentalzone Forscher_innen zusammen, die die unterschiedlichsten Themen bearbeiten. Aber welche sind das den genau? Und bestehen vielleicht thematische Überschneidungen, die noch unbekannt sind? Wie können wir dieses Potenzial sichtbar machen? Diese Fragen haben uns im ersten Experimentalsetting – »Aktivitätswand« – beschäftigt. Im Rahmen dessen haben wir den Teilnehmer_innen eine 7,5m² große Pinnwand zur Verfügung gestellt und sie gebeten wöchentlich ein Objekt daran zu pinnen, das ihre Arbeit der vergangenen Woche repräsentiert. Es blieb dabei den Teilnehmer_innen überlassen, welcher Art das Objekt ist. Außerdem wurden sie gebeten mit Schnüren Verbindungen zu den Objekten anderer Teilnehmer_innen aufzuzeigen, zu denen eine thematische Nähe besteht.Im Laufe des Experimentalsettings entstand so nach und nach eine Visualisierung eines Netzwerks der Forschungsobjekte der Teilnehmer_innen der Experimentalzone, das nicht nur die bestehende Vernetzung, sondern auch Gelegenheiten für neue Vernetzungen aufzeigt.",,,,,,,,,7-experimentalzone-aktivitatswand,,,"#7 Experimentalzone: Aktivitätswand",,,/home/7-experimentalzone-aktivitatswand/,,,,,,,,1,"https://vimeo.com/145154276 https://vimeo.com/145154276"
2359,2016-08-31,"Wolfgang Schäffner zur Ausstellung »+ultra. gestaltung schafft wissen«, 30.09.2016-08.01.2017 im Martin-Gropius-Bau.Gestaltung ist Forschung und Forschung ist Gestaltung. Anhand von Modellen, Werkzeugen und Bildern zeigt die Ausstellung erstmalig die fundamentale Bedeutung gestalterischer Prozesse für die Wissenschaft. Vom Faustkeil bis zum 3D-gedruckten Organ, von bio-mimetischen Materialien bis zu fühlenden Prothesen präsentiert +ultra. gestaltung schafft wissen die Erkenntnisse und die Konsequenzen der menschlichen Umformung von Natur. Der Natur als bereits durch Menschenhand gestaltet, tritt eine Welt gegenüber, in der die Grenzen zwischen Natur und Kultur, organisch und anorganisch, zunehmend durchlässig werden. In raumgreifenden Installationen und anhand von Steuerungsbildern, in denen Realität und Simulation verschmelzen, erleben die Besucher_innen dieses Spannungsverhältnis.30.09.2016 - 08.01.2017 Martin-Gropius-Bau Berlin",1173,t,[],https://vimeo.com/178462549,"Wolfgang Schäffner zur Ausstellung »+ultra. gestaltung schafft wissen«, 30.09.2016-08.01.2017 im Martin-Gropius-Bau.Gestaltung ist Forschung und Forschung ist Gestaltung. Anhand von Modellen, Werkzeugen und Bildern zeigt die Ausstellung erstmalig die fundamentale Bedeutung gestalterischer Prozesse für die Wissenschaft. Vom Faustkeil bis zum 3D-gedruckten Organ, von bio-mimetischen Materialien bis zu fühlenden Prothesen präsentiert +ultra. gestaltung schafft wissen die Erkenntnisse und die Konsequenzen der menschlichen Umformung von Natur. Der Natur als bereits durch Menschenhand gestaltet, tritt eine Welt gegenüber, in der die Grenzen zwischen Natur und Kultur, organisch und anorganisch, zunehmend durchlässig werden. In raumgreifenden Installationen und anhand von Steuerungsbildern, in denen Realität und Simulation verschmelzen, erleben die Besucher_innen dieses Spannungsverhältnis.30.09.2016 - 08.01.2017 Martin-Gropius-Bau Berlin",,,,,,,,,ultra-gestaltung-schafft-wissen_2_3,,,"+ultra. gestaltung schafft wissen",,,/home/ultra-gestaltung-schafft-wissen_2_3/,,,,,,,,1,"https://vimeo.com/178462549 https://vimeo.com/178462549"
2358,2016-08-31,"Horst Bredekamp zur Ausstellung »+ultra. gestaltung schafft wissen«, 30.09.2016-08.01.2017 im Martin-Gropius-Bau.Gestaltung ist Forschung und Forschung ist Gestaltung. Anhand von Modellen, Werkzeugen und Bildern zeigt die Ausstellung erstmalig die fundamentale Bedeutung gestalterischer Prozesse für die Wissenschaft. Vom Faustkeil bis zum 3D-gedruckten Organ, von bio-mimetischen Materialien bis zu fühlenden Prothesen präsentiert +ultra. gestaltung schafft wissen die Erkenntnisse und die Konsequenzen der menschlichen Umformung von Natur. Der Natur als bereits durch Menschenhand gestaltet, tritt eine Welt gegenüber, in der die Grenzen zwischen Natur und Kultur, organisch und anorganisch, zunehmend durchlässig werden. In raumgreifenden Installationen und anhand von Steuerungsbildern, in denen Realität und Simulation verschmelzen, erleben die Besucher_innen dieses Spannungsverhältnis.30.09.2016 - 08.01.2017 Martin-Gropius-Bau Berlin",1172,t,[],https://vimeo.com/178462187,"Horst Bredekamp zur Ausstellung »+ultra. gestaltung schafft wissen«, 30.09.2016-08.01.2017 im Martin-Gropius-Bau.Gestaltung ist Forschung und Forschung ist Gestaltung. Anhand von Modellen, Werkzeugen und Bildern zeigt die Ausstellung erstmalig die fundamentale Bedeutung gestalterischer Prozesse für die Wissenschaft. Vom Faustkeil bis zum 3D-gedruckten Organ, von bio-mimetischen Materialien bis zu fühlenden Prothesen präsentiert +ultra. gestaltung schafft wissen die Erkenntnisse und die Konsequenzen der menschlichen Umformung von Natur. Der Natur als bereits durch Menschenhand gestaltet, tritt eine Welt gegenüber, in der die Grenzen zwischen Natur und Kultur, organisch und anorganisch, zunehmend durchlässig werden. In raumgreifenden Installationen und anhand von Steuerungsbildern, in denen Realität und Simulation verschmelzen, erleben die Besucher_innen dieses Spannungsverhältnis.30.09.2016 - 08.01.2017 Martin-Gropius-Bau Berlin",,,,,,,,,ultra-gestaltung-schafft-wissen_2,,,"+ultra. gestaltung schafft wissen",,,/home/ultra-gestaltung-schafft-wissen_2/,,,,,,,,1,"https://vimeo.com/178462187 https://vimeo.com/178462187"
1370,2016-06-30,"Der Cluster war auch in diesem Jahr auf der Langen Nacht der Wissenschaften durch verschiedene Austeller_innen vertreten. Die Besucher_innen konnten in virtuelle Welten eintauchen, an einem Genderroulette teilnehmen, in eine simulierte Rednersituation auf dem Forum Romanum hineinhören und Matooke - ein Gericht au Uganda, probieren.",1220,t,[],https://vimeo.com/172907095,"Der Cluster war auch in diesem Jahr auf der Langen Nacht der Wissenschaften durch verschiedene Austeller_innen vertreten. Die Besucher_innen konnten in virtuelle Welten eintauchen, an einem Genderroulette teilnehmen, in eine simulierte Rednersituation auf dem Forum Romanum hineinhören und Matooke - ein Gericht au Uganda, probieren.",,,,,,,,,lange-nacht-der-wissenschaft-2016,,,"Lange Nacht der Wissenschaft 2016","Long Night of the Sciences 2016","Noche Large de Sciencias 2016",/home/lange-nacht-der-wissenschaft-2016/,,,,,,,,1,"https://vimeo.com/172907095 https://vimeo.com/172907095"
668,2016-05-30,"Echerhart SchumacherGebler spricht mit Bild Wissen Gestaltung zur kulturelle Bedeutung und Funktions des Buchdrucks heute.Anlass ist die Tagung »Transformationen des Buchdruck« am 9. und 10. Juni 2016 im Interdisziplinären Labor Bild Wissen Gestaltung in Berlin. Weitere Informationen: interdisciplinary-laboratory.hu-berlin.de/de/veranstaltungen/tagung-transformationen-des-buchdrucks",690,f,[],https://vimeo.com/166373196,"Echerhart SchumacherGebler spricht mit Bild Wissen Gestaltung zur kulturelle Bedeutung und Funktions des Buchdrucks heute.Anlass ist die Tagung »Transformationen des Buchdruck« am 9. und 10. Juni 2016 im Interdisziplinären Labor Bild Wissen Gestaltung in Berlin. Weitere Informationen: interdisciplinary-laboratory.hu-berlin.de/de/veranstaltungen/tagung-transformationen-des-buchdrucks",,,,,,,,,kulturelle-bedeutung-des-buchdrucks-heute-im-gesprach-mit-e-schumachergebler-teil-ii,,,"Kulturelle Bedeutung des Buchdrucks heute: Im Gespräch mit E. SchumacherGebler Teil II",,,/home/kulturelle-bedeutung-des-buchdrucks-heute-im-gesprach-mit-e-schumachergebler-teil-ii/,,,,,,,,1,"https://www.interdisciplinary-laboratory.hu-berlin.de/de/veranstaltungen/tagung-transformationen-des-buchdrucks https://vimeo.com/166373196 https://www.interdisciplinary-laboratory.hu-berlin.de/de/veranstaltungen/tagung-transformationen-des-buchdrucks https://www.interdisciplinary-laboratory.hu-berlin.de/de/veranstaltungen/tagung-transformationen-des-buchdrucks https://vimeo.com/166373196 https://www.interdisciplinary-laboratory.hu-berlin.de/de/veranstaltungen/tagung-transformationen-des-buchdrucks"
24,2015-06-01,"Zusammen mit seiner Arbeitsgruppe untersucht der Biologe John Nyakatura die Form-und Funktionszusammenhänge bei Wirbeltieren. Das Projekt ist an der Schnittstelle zwischen Biologie und Bildwissenschaft angesiedelt. Die Medien- und Kulturwissenschaftlerin Kathrin Mira Amelung widmet sich in diesem Zusammenhang der Frage und dem Einsatz von Bildern zur Evidenzerzeugung in den Naturwissenschaften.",668,f,[],https://vimeo.com/134828833,"Zusammen mit seiner Arbeitsgruppe untersucht der Biologe John Nyakatura die Form-und Funktionszusammenhänge bei Wirbeltieren. Das Projekt ist an der Schnittstelle zwischen Biologie und Bildwissenschaft angesiedelt. Die Medien- und Kulturwissenschaftlerin Kathrin Mira Amelung widmet sich in diesem Zusammenhang der Frage und dem Einsatz von Bildern zur Evidenzerzeugung in den Naturwissenschaften.",,,,,,,,,2-morphologie,,,"#2 Morphologie",,,/home/2-morphologie/,,,,,,,,1,"https://vimeo.com/134828833 https://vimeo.com/134828833"
