page_ptr_id,date,body,main_image_id,featured,image_carousel,main_image_caption,gefoerdert_durch_img_id,active,after_title,before_title,body_de,body_en,body_es,main_image_caption_de,main_image_caption_en,main_image_caption_es,search_description_de,search_description_en,search_description_es,seo_title_de,seo_title_en,seo_title_es,slug_de,slug_en,slug_es,title_de,title_en,title_es,url_path_de,url_path_en,url_path_es,is_digital,is_open_access,is_print,language,qualification,typ,year,urls
1671,2015-07-12,Link,,f,[],,,1,"In: Implications Philosophiques, vol. 2, no. 2, Special Issue: Dissymétrie, pp. 1–12.","Friedman, Michael/Tomšič, Samo (2015):",Link,,,,,,,,,,,,harmonie-deformee-kepler-lacan-et-les-questions-ouvertes-du-structuralisme,,,"Harmonie déformée. Kepler, Lacan et les questions ouvertes du structuralisme.",,,/home/harmonie-deformee-kepler-lacan-et-les-questions-ouvertes-du-structuralisme/,,,t,t,t,fr,1,2,2015-07-12,"http://www.implications-philosophiques.org/actualite/une/harmonie-deformee-kepler-lacan-et-les-questions-ouvertes-du-structuralisme-22/ http://www.implications-philosophiques.org/actualite/une/harmonie-deformee-kepler-lacan-et-les-questions-ouvertes-du-structuralisme-22/ http://www.implications-philosophiques.org/actualite/une/harmonie-deformee-kepler-lacan-et-les-questions-ouvertes-du-structuralisme-22/ http://www.implications-philosophiques.org/actualite/une/harmonie-deformee-kepler-lacan-et-les-questions-ouvertes-du-structuralisme-22/"
2148,2015-07-28,PDF,,f,[],,,1,"In: BioScience, vol. 65, pp. 118–119. doi: 10.1093/biosci/biu205.","Stach, Thomas (2015):",PDF,,,,,,,,,,,,science-behind-around-and-after-trees,,,"Science behind, around, and after trees.",,,/home/science-behind-around-and-after-trees/,,,t,t,t,en,1,2,2015-07-28,"http://bioscience.oxfordjournals.org/content/65/2/118.full.pdf+html http://bioscience.oxfordjournals.org/content/65/2/118.full.pdf+html http://bioscience.oxfordjournals.org/content/65/2/118.full.pdf+html http://bioscience.oxfordjournals.org/content/65/2/118.full.pdf+html"
1086,2008-06-18,,,f,[],,,1,"Berlin: Univ. der Künste (ausgezeichnet mit dem Förderpreis für junge Buchgestalter).","Heidenreich, Stefan/Kufus, Axel (Hg.) (2008):",,,,,,,,,,,,,design-reaktor-berlin,,,"Design Reaktor Berlin.",,,/home/design-reaktor-berlin/,,,f,f,t,de,1,4,2008-07-06,
1687,2015-07-12,,,f,[],,,1,"In: Hillnhütter, Sara (Hg.): Bildwelten des Wissens. Kunsthistorisches Jahrbuch für Bildkritik, Band 11: Planbilder. Formen der Architekturgestaltung. Berlin: De Gruyter, S. 44–52.","Schramke, Sandra (2015):",,,,,,,,,,,,,das-autonome-quadrat-zur-bedeutung-des-millimeterpapiers-der-architektur-oswald-mathias-ungers,,,"Das autonome Quadrat: Zur Bedeutung des Millimeterpapiers in der Architektur Oswald Mathias Ungers’.",,,/home/das-autonome-quadrat-zur-bedeutung-des-millimeterpapiers-der-architektur-oswald-mathias-ungers/,,,f,f,t,de,1,3,2015-07-12,
2001,2008-07-20,,,f,[],,,1,"In: Stegbauer, Christian (Hg.): Netzwerkanalyse und Netzwerktheorie. Ein neues Paradigma in den Sozialwissenschaften. Wiesbaden: VS-Verlag, S. 529–539.","Müller, Claudia (2008):",,,,,,,,,,,,,analyse-der-selbstorganisation-virtuellen-wiki-basierten-informationsraumen,,,"Analyse der Selbstorganisation in virtuellen Wiki-basierten Informationsräumen.",,,/home/analyse-der-selbstorganisation-virtuellen-wiki-basierten-informationsraumen/,,,t,f,t,de,1,1,2016-07-20,
2085,2015-07-27,,,f,[],,,1,"In: Spöhrer, Markus (Hg.): Die ästhetisch-narrativen Dimensionen des 3D-Films: Neue Perspektiven der Stereoskopie. Springer: Heidelberg.","Feiersinger, Luisa (2015):",,,,,,,,,,,,,sturz-den-raum-illusion-und-ihre-auflosung-andrea-pozzos-barocken-deckenfresko-st-ignazio-und-im-stereoskopischen-film-dredd-3d,,,"Sturz in den Raum. Illusion und ihre Auflösung in Andrea Pozzos barocken Deckenfresko in St. Ignazio und im stereoskopischen Film Dredd 3D.",,,/home/sturz-den-raum-illusion-und-ihre-auflosung-andrea-pozzos-barocken-deckenfresko-st-ignazio-und-im-stereoskopischen-film-dredd-3d/,,,t,f,t,de,1,3,2015-07-27,
2136,2016-07-28,,,f,[],,,1,"Ed. by Rosi Braidotti and Rick Dophijn.","Martin, Katharina D. (?):",,,,,,,,,,,,,techno-ethology-or-how-inter-face-digital-milieu-philosophy-after-nature,,,"»Techno-Ethology, Or: How to (Inter-) Face the Digital Milieu«. in Philosophy After Nature.",,,/home/techno-ethology-or-how-inter-face-digital-milieu-philosophy-after-nature/,,,f,f,f,de,1,1,2016-07-28,
2023,2015-07-21,,,f,[],,,1,"In: Lajer-Burcharth, Ewa/Soentgen, Beate (Eds.): Interiors and Interiority. Berlin: De Gruyter, pp. 279–294.","Schuldenfrei, Robin (2015):",,,,,,,,,,,,,contra-grossstadt-mies-van-der-rohes-autonomy-and-interiority,,,"Contra the Großstadt: Mies van der Rohe’s Autonomy and Interiority.",,,/home/contra-grossstadt-mies-van-der-rohes-autonomy-and-interiority/,,,t,t,t,en,1,3,2015-07-21,
796,2010-06-06,,,f,[],,,1,"In: Becker, Conny/Schäfer, Friederike/Landbrecht, Christina (Hg.): Metropolitan Views: Berlin, Berlin. Kunstszenen 1989–2009, München: Deutscher Kunstverlag.","Chichester, Katharina Lee (2010):",,,,,,,,,,,,,die-musealisierung-der-entmusealisierung-berliner-ruinen-der-neubesetzung,,,"Die Musealisierung der Entmusealisierung – Berliner Ruinen in der Neubesetzung.",,,/home/die-musealisierung-der-entmusealisierung-berliner-ruinen-der-neubesetzung/,,,f,f,t,de,1,3,2010-07-06,
1110,2010-06-19,,,f,[],,,1,"Hamburg: Junius.","Därmann, Iris (2010):",,,,,,,,,,,,,theorien-der-gabe,,,"Theorien der Gabe.",,,/home/theorien-der-gabe/,,,f,f,t,de,1,5,2010-07-06,
1082,1992-06-18,,,f,[],,,1,"In: arch+: Wohltemperierte Architektur, Nr. 113 (9/1992), 72–81.","Krausse, Joachim (1992):",,,,,,,,,,,,,buckminster-fuller-und-die-ephemerisierung-der-architektur,,,"Buckminster Fuller und die Ephemerisierung der Architektur.",,,/home/buckminster-fuller-und-die-ephemerisierung-der-architektur/,,,t,f,t,de,1,2,1992-07-06,
1538,2014-07-14,,,f,[],,,1,"In: J. Chem. Phys., no. 140, p. 014705. doi: 10.1063/1.4858856.","Rabe, Jürgen P. et al. (2014):",,,,,,,,,,,,,seleno-groups-control-energy-level-alignment-between-conjugated-organic-molecules-and-metals_2,,,"Seleno Groups Control the Energy-Level Alignment Between Conjugated Organic Molecules and Metals.",,,/home/seleno-groups-control-energy-level-alignment-between-conjugated-organic-molecules-and-metals_2/,,,t,f,t,en,1,2,2014-07-08,
143,2016-04-29,,,f,[],,,1,,,,,,,,,,,,,,,jahresdokumentation-2014,,,"Jahresdokumentation 2014",,,/home/jahresdokumentation-2014/,,,f,f,f,de,1,1,2016-07-06,
727,2010-06-03,,,f,[],,,1,"In: Configurations, vol. 18, no. 3, pp. 231–249.","Krauthausen, Karin (2010):",,,,,,,,,,,,,paul-valery-and-geometry-instrument-writing-model-practice,,,"Paul Valéry and Geometry: Instrument, Writing Model, Practice.",,,/home/paul-valery-and-geometry-instrument-writing-model-practice/,,,t,f,t,en,1,2,2010-07-06,
2161,2014-07-31,,,f,[],,,1,"Berlin: de Gruyter.","Gastel, Joris van/Hadjinicolaou, Yannis/Rath, Markus (Hg.) (2014):",,,,,,,,,,,,,paragone-als-mitstreit,,,"Paragone als Mitstreit.",,,/home/paragone-als-mitstreit/,,,t,f,t,de,1,4,2014-07-31,
2236,2007-08-08,,1137,f,[],,,1,"Göttingen: Wallstein-Verlag.","Vöhringer, Margarete (2007):",,,,,,,,,,,,,avantgarde-und-psychotechnik-wissenschaft-kunst-und-technik-der-wahrnehmungsexperimente-der-fruhen-sowjetunion,,,"Avantgarde und Psychotechnik. Wissenschaft, Kunst und Technik der Wahrnehmungsexperimente in der frühen Sowjetunion.",,,/home/avantgarde-und-psychotechnik-wissenschaft-kunst-und-technik-der-wahrnehmungsexperimente-der-fruhen-sowjetunion/,,,f,f,t,de,3,5,2007-08-08,
744,2012-06-03,,989,f,[],,,1,"Hamburg: Junius.","te Heesen, Anke (2012):",,,,,,,,,,,,,theorie-des-museums-eine-einfuhrung,,,"Theorie des Museums. Eine Einführung.",,,/home/theorie-des-museums-eine-einfuhrung/,,,f,f,t,de,1,5,2012-07-06,
1712,2014-07-12,"Pdf des Sammelbandes",,f,[],,,1,"In: Wolff, Gregor (Hg.): Forscher und Unternehmer mit Kamera. Geschichten von Bildern und Fotografen aus der Fotothek des Ibero-Amerikanischen Instituts. Berlin: Ibero-Amerikanisches Institut, S. 136–146.","Wolff, Gregor/Müller, Anja/Schumacher, Gudrun (2014):","Pdf des Sammelbandes",,,,,,,,,,,,abenteurer-mit-fahrrad-und-kamera-sumner-w-matteson-18671920,,,"Abenteurer mit Fahrrad und Kamera: Sumner W. Matteson (1867–1920).",,,/home/abenteurer-mit-fahrrad-und-kamera-sumner-w-matteson-18671920/,,,t,t,t,de,1,1,2014-07-12,"http://www.iai.spk-berlin.de/fileadmin/dokumentenbibliothek/Ausser_der_Reihe/Fotoband_für_Web.pdf http://www.iai.spk-berlin.de/fileadmin/dokumentenbibliothek/Ausser_der_Reihe/Fotoband_für_Web.pdf http://www.iai.spk-berlin.de/fileadmin/dokumentenbibliothek/Ausser_der_Reihe/Fotoband_für_Web.pdf http://www.iai.spk-berlin.de/fileadmin/dokumentenbibliothek/Ausser_der_Reihe/Fotoband_für_Web.pdf"
1097,2005-06-19,,,f,[],,,1,"Bielefeld: transcript.","Schulze, Holger (2005):",,,,,,,,,,,,,heuristik-theorie-der-intentionalen-werkgenese,,,"Heuristik. Theorie der intentionalen Werkgenese.",,,/home/heuristik-theorie-der-intentionalen-werkgenese/,,,f,f,t,de,1,5,2016-07-06,
1928,2014-07-16,PDF,,f,[],,,1,"In: Nuclear Physics B 889 (2014), pp. 192–206","Ferro, Livia /Łukowski, Tomasz /Staudacher, Matthias (2014):",PDF,,,,,,,,,,,,n-4-scattering-amplitudes-and-deformed-grassmannian,,,"N = 4 scattering amplitudes and the deformed Graßmannian",,,/home/n-4-scattering-amplitudes-and-deformed-grassmannian/,,,t,t,t,en,1,2,2014-07-16,
1625,2014-07-11,,,f,[],,,1,"In: Knorpp, Elina/Oestereich, Christopher (Hg.): Querschnitte. Kunst, Design, Architektur im Blick. Berlin: Nicolai Verlag, S. 312–319.","Oswalt, Philipp (2014):",,,,,,,,,,,,,form-follows-finance-die-architektur-der-finanzmarkte,,,"Form Follows Finance: Die Architektur der Finanzmärkte.",,,/home/form-follows-finance-die-architektur-der-finanzmarkte/,,,f,f,t,de,1,3,2014-07-11,
1150,2009-06-20,,,f,[],,,1,"In: Krull, W./Graf, B. (Hg.): Was heißt und zu welchem Ende betreibt man Forschung an Museen. Mitteilungen und Berichte aus dem Institut für Museumsforschung, Bd. 48. Berlin, S. 59–97.","Leinfelder, Reinhold (2009):",,,,,,,,,,,,,minispotlights-17-ausgewahlte-forschungsprojekte,,,"Minispotlights – 17 ausgewählte Forschungsprojekte.",,,/home/minispotlights-17-ausgewahlte-forschungsprojekte/,,,f,f,t,de,1,3,2002-07-06,
1652,2015-07-11,,,f,[],,,1,"In: Bredekamp, Horst/Schäffner, Wolfgang (Hg.): Haare hören – Strukturen wissen – Räume agieren. Berichte aus dem Interdisziplinären Labor. Bielefeld: Transcript, S. 171–183.","Kassung, Christian/Seifert, Christian/Schwesinger, Sebastian (2015):",,,,,,,,,,,,,mit-den-haaren-horen-1832-2014-1897,,,"Mit den Haaren hören. 1832 – 2014 – 1897.",,,/home/mit-den-haaren-horen-1832-2014-1897/,,,t,t,t,de,1,3,2015-07-11,
938,2012-06-09,,,f,[],,,1,"Im Rahmen einer Ausstellung über Arbeiten aus der Kunsthochschule Berlin-Weißensee in der Galerie des deutschen Werkbundes, Berlin.","Lauer, Rebekka (2012):",,,,,,,,,,,,,ausstellung-der-diplomarbeit-phyo,,,"Ausstellung der Diplomarbeit »Phyo«.",,,/home/ausstellung-der-diplomarbeit-phyo/,,,f,f,f,de,2,1,2012-07-06,
1706,2014-07-12,,,f,[],,,1,"In: Griebel, Rolf/Schäffler, Hildegard/Söllner, Konstanze (Hg.): Praxishandbuch Bibliotheksmanagement. Berlin: De Gruyter, S. 461–468.","Müller, Christoph (2014):",,,,,,,,,,,,,kopier-und-scan-dienstleistungen-elektronischer-semesterapparat,,,"Kopier- und Scan-Dienstleistungen, elektronischer Semesterapparat.",,,/home/kopier-und-scan-dienstleistungen-elektronischer-semesterapparat/,,,f,f,t,de,1,3,2014-07-12,
1132,2013-06-19,,,f,[],,,1,"In: IFRAO 2013 Proceedings. American Indian Rock Art, vol. 40. American Rock Art Research Association, pp. 1135–1144.","Grube, Gernot (2013):",,,,,,,,,,,,,iconography-upper-paleolithic-cave-paintings-methodological-considerations,,,"Iconography of Upper Paleolithic Cave Paintings – Methodological Considerations.",,,/home/iconography-upper-paleolithic-cave-paintings-methodological-considerations/,,,f,f,t,en,1,3,2014-07-06,
707,2013-06-03,,,f,[],,,1,"In: Berichte zur Wissenschaftsgeschichte, Jg. 36, Nr. 3, S. 226–244.","Bock von Wülfigen, Bettina (2013):",,,,,,,,,,,,,freuds-core-our-being-between-cytology-and-psychoanalysis,,,"Freud’s »Core of Our Being« Between Cytology and Psychoanalysis.",,,/home/freuds-core-our-being-between-cytology-and-psychoanalysis/,,,t,f,t,en,1,2,2013-07-06,
1822,2009-07-12,"Anschaulichkeit ist Wissen. Forscher und ihre Mitstreiter, Lehrer und Schüler gewinnen Einsichten aus der visuellen Wahrnehmung der Welt und ihrer bildlichen Darstellung in Lehrbüchern, Schautafeln, Objektsammlungen und Präsentationen. Lehre wie Forschung machen sich diesen Zusammenhang von Sehen und Verstehen zunutze, indem sie ihr Gegenüber sprichwörtlich ›ins Bild setzen‹. Auf der Stärke visueller Erkenntnis gründen sich nicht nur schlagende Zeichen und Motive, sondern auch komplexeste Wissensarchitekturen, welche die Gesellschaft bis in den letzten Winkel durchdringen. Diese Erkenntnismöglichkeit wird jedoch immer wieder bestritten – ausgerechnet mit dem Begriff des Pädagogischen verbindet sich die weitverbreitete Vorstellung, wonach Wissen und Verstehen durch Bilder lediglich vereinfacht übermittelt werde. Schon weil jedes Bild prinzipiell didaktisch genutzt werden kann, erscheint es als Argument unzureichend. Die zahllosen Verbindungen, die Bilder mit anderen Bildern, mit Texten und Zahlen eingehen, und die Zusammenhänge, lassen jedoch auch den Wandel von Bildungsvorstellungen zutagetreten, welche über den Einsatz von Bildern frei zu verfügen glauben. Den Begriff der Didaktik und des Pädagogischen ernstzunehmen heißt daher, das Bild nicht länger als bloßen Transporteur von Wissen und Denken abzutun, sondern von ihm aus die Möglichkeiten dieses Wissens und Denkens zu erschließen.Reihenherausgeber: Horst Bredekamp, Matthias Bruhn und Gabriele Werner.Link",1020,f,[],,,1,"Berlin: De Gruyter.","Heck, Karsten (Hg.) (2009):","Anschaulichkeit ist Wissen. Forscher und ihre Mitstreiter, Lehrer und Schüler gewinnen Einsichten aus der visuellen Wahrnehmung der Welt und ihrer bildlichen Darstellung in Lehrbüchern, Schautafeln, Objektsammlungen und Präsentationen. Lehre wie Forschung machen sich diesen Zusammenhang von Sehen und Verstehen zunutze, indem sie ihr Gegenüber sprichwörtlich ›ins Bild setzen‹. Auf der Stärke visueller Erkenntnis gründen sich nicht nur schlagende Zeichen und Motive, sondern auch komplexeste Wissensarchitekturen, welche die Gesellschaft bis in den letzten Winkel durchdringen. Diese Erkenntnismöglichkeit wird jedoch immer wieder bestritten – ausgerechnet mit dem Begriff des Pädagogischen verbindet sich die weitverbreitete Vorstellung, wonach Wissen und Verstehen durch Bilder lediglich vereinfacht übermittelt werde. Schon weil jedes Bild prinzipiell didaktisch genutzt werden kann, erscheint es als Argument unzureichend. Die zahllosen Verbindungen, die Bilder mit anderen Bildern, mit Texten und Zahlen eingehen, und die Zusammenhänge, lassen jedoch auch den Wandel von Bildungsvorstellungen zutagetreten, welche über den Einsatz von Bildern frei zu verfügen glauben. Den Begriff der Didaktik und des Pädagogischen ernstzunehmen heißt daher, das Bild nicht länger als bloßen Transporteur von Wissen und Denken abzutun, sondern von ihm aus die Möglichkeiten dieses Wissens und Denkens zu erschließen.Reihenherausgeber: Horst Bredekamp, Matthias Bruhn und Gabriele Werner.Link",,,,,,,,,,,,bildwelten-des-wissens-kunsthistorisches-jahrbuch-fur-bildkritik-bd-71-bildendes-sehen,,,"Bildwelten des Wissens. Kunsthistorisches Jahrbuch für Bildkritik, Bd. 7,1: Bildendes Sehen.",,,/home/bildwelten-des-wissens-kunsthistorisches-jahrbuch-fur-bildkritik-bd-71-bildendes-sehen/,,,f,f,t,de,1,4,2009-07-13,"http://www.kulturtechnik.hu-berlin.de/bdw/band-7-1 http://www.kulturtechnik.hu-berlin.de/bdw/band-7-1 http://www.kulturtechnik.hu-berlin.de/bdw/band-7-1 http://www.kulturtechnik.hu-berlin.de/bdw/band-7-1"
2295,2016-08-09,,,f,[],,,1,"In: Grotz, Kathrin (Hg.): modellSchau. Perspektiven auf botanische Modelle. Ausst.-Kat. Botanischer Garten und Botanisches Museum Berlin. Berlin: Verlag Botanischer Garten und Botanisches Museum Berlin, S. 34–41.","Bösl, Angela (2015):",,,,,,,,,,,,,studieren-statt-imitieren-die-pflanze-als-modell-der-kunstgewerblichen-lehre-moritz-meurers,,,"Studieren statt imitieren. Die Pflanze als Modell in der kunstgewerblichen Lehre Moritz Meurers.",,,/home/studieren-statt-imitieren-die-pflanze-als-modell-der-kunstgewerblichen-lehre-moritz-meurers/,,,f,f,t,de,1,3,2015-08-09,
2191,2012-08-02,,1105,f,[],,,1,"London: Koenig Books.","Dombois, Florian/Meta Bauer, Ute/Mareis, Claudia/Schwab, Michael (eds.) (2012):",,,,,,,,,,,,,intellectual-birdhouse-artistic-practice-research,,,"Intellectual Birdhouse: Artistic Practice as Research.",,,/home/intellectual-birdhouse-artistic-practice-research/,,,f,f,t,en,1,4,2012-08-02,
1579,2014-07-08,,,f,[],,,1,"In: Glazova, Anna/North, Paul (Hg.): Messianic Thought Outside Theology. Übersetzt von Fulton, Jeni/Corcoran, Steven. New York: Fordham University Press, S. 28–42, 241–243.","Macho, Thomas (2014):",,,,,,,,,,,,,price-messianism-intellectual-rift-between-gershom-scholem-and-jacob-taubes,,,"On the Price of Messianism: The Intellectual Rift between Gershom Scholem and Jacob Taubes.",,,/home/price-messianism-intellectual-rift-between-gershom-scholem-and-jacob-taubes/,,,f,f,t,en,1,3,2014-07-08,
2201,2015-08-02,,1110,f,[],,,1,"Ausst.-Kat. Haus der Elektronischen Künste, Basel. Basel: Christoph-Merian-Verlag.","Himmelsbach, Sabine/Mareis, Claudia (Hg.):",,,,,,,,,,,,,poetics-and-politics-data-ambivalenz-des-lebens-der-datengesellschaft,,,"Poetics and Politics of Data. Ambivalenz des Lebens in der Datengesellschaft.",,,/home/poetics-and-politics-data-ambivalenz-des-lebens-der-datengesellschaft/,,,f,f,t,en,1,4,2015-08-02,
984,2016-06-14,,,f,[],,,1,,,,,,,,,,,,,,,inga-schaub-trauer-keine-krankheit-gefuhlsnormen-der-trauer-im-dsm-5-moritz-bucher-anna-maria-gotz-hrsg-transmortale-neue-forschungen-zu-sterben-tod-und-trauer-wien-voraussichtlich-oktober-2015,,,"Inga Schaub: Trauer – (K)Eine Krankheit? Gefühlsnormen der Trauer im DSM 5. In: Moritz Bucher, Anna-Maria Götz (Hrsg.): Transmortale. Neue Forschungen zu Sterben, Tod und Trauer. Wien: voraussichtlich Oktober 2015.",,,,,,f,f,f,de,1,1,2016-07-06,
1800,2014-07-13,Link,,f,[],,,1,"In: Arthropod Structure and Development, no. 43, pp. 163–173.","Scholtz, Gerhard/Ng, Peter K.L./Moore, Stephen (2014):",Link,,,,,,,,,,,,crab-three-eyes-two-rostra-and-dorsal-antenna-structure,,,"A Crab With Three Eyes, Two Rostra, and a Dorsal Antenna-Like Structure.",,,/home/crab-three-eyes-two-rostra-and-dorsal-antenna-structure/,,,t,t,t,en,1,2,2014-07-13,"http://www.sciencedirect.com/science/article/pii/S146780391300090X http://www.sciencedirect.com/science/article/pii/S146780391300090X http://www.sciencedirect.com/science/article/pii/S146780391300090X http://www.sciencedirect.com/science/article/pii/S146780391300090X"
2404,2016-09-07,"Very unusual and interdisciplinary – a science comic featuring international contributors Describes the current state of the global food situation by way of individual stories told as comics – and dares to take a look into the future Based on the core ideas of the highly topical concept of the Anthropocene, which regards man as the central shaping force of the physical world After their broadly reviewed comic »The Great Transformation«, project initiators Alexandra Hamann and Reinhold Leinfelder have once again created a work that demonstrates how complex scientific topics can be made comprehensible in comic-book form As one of the key projects emerging from the Cluster of Excellence »Image Knowledge Gestaltung« at Humboldt-Universität zu Berlin, this book combines fascinating science with exquisite design.",1178,f,[],,,1,"Berlin: Springer.","Leinfelder, Reinhold/Hamann, Alexandra/Kirstein, Jens/Schleunitz, Marc (eds.) (2016):","Very unusual and interdisciplinary – a science comic featuring international contributors Describes the current state of the global food situation by way of individual stories told as comics – and dares to take a look into the future Based on the core ideas of the highly topical concept of the Anthropocene, which regards man as the central shaping force of the physical world After their broadly reviewed comic »The Great Transformation«, project initiators Alexandra Hamann and Reinhold Leinfelder have once again created a work that demonstrates how complex scientific topics can be made comprehensible in comic-book form As one of the key projects emerging from the Cluster of Excellence »Image Knowledge Gestaltung« at Humboldt-Universität zu Berlin, this book combines fascinating science with exquisite design.",,,,,,,,,,,,eating-anthropocene-curd-rice-bienenstich-and-pinch-phosphorus-around-world-ten-dishes,,,"Eating Anthropocene. Curd Rice, Bienenstich and a Pinch of Phosphorus – Around the World in Ten Dishes.",,,/home/eating-anthropocene-curd-rice-bienenstich-and-pinch-phosphorus-around-world-ten-dishes/,,,f,f,t,en,1,4,2016-09-07,
2423,2010-09-07,,,f,[],,,1,"Berlin: Univ. der Künste.","Kufus, Axel/Zöllner, Christian (Hg.) (2010):",,,,,,,,,,,,,schwarm-labor,,,Schwarm-Labor.,,,/home/schwarm-labor/,,,f,f,t,de,1,4,2010-09-07,
976,2014-06-14,,,f,[],,,1,"Paderborn: Fink.","Nina Samuel (2014):",,,,,,,,,,,,,die-form-des-chaos-bild-und-erkenntnis-der-komplexen-dynamik-und-der-fraktalen-geometrie,,,"Die Form des Chaos. Bild und Erkenntnis in der komplexen Dynamik und der fraktalen Geometrie.",,,/home/die-form-des-chaos-bild-und-erkenntnis-der-komplexen-dynamik-und-der-fraktalen-geometrie/,,,f,f,t,de,1,5,2014-07-06,
751,2003-06-03,,,f,[],,,1,"In: Krämer, Sybille/Bredekamp, Horst (Hg.): Bild, Schrift, Zahl. München: Wilhelm Fink Verlag, S. 87–113.","Brüning, Jochen (2003):",,,,,,,,,,,,,wissenschaft-und-sammlung,,,"Wissenschaft und Sammlung.",,,/home/wissenschaft-und-sammlung/,,,f,f,t,de,1,3,2003-07-06,
2157,1989-07-31,,,f,[],,,1,"Chicago/London: University of Chicago Press.","Freedberg, David (1989):",,,,,,,,,,,,,power-images-studies-history-and-theory-response,,,"The Power of Images: Studies in the History and Theory of Response.",,,/home/power-images-studies-history-and-theory-response/,,,f,f,t,en,1,5,1989-07-31,
1053,2016-06-16,,,f,[],,,1,,,,,,,,,,,,,,,c-sauer-made-neue-materialien-fur-architektur-und-design-gestalten-verlag-berlin-2010,,,"C. Sauer: Made Of.. Neue Materialien für Architektur und Design. Gestalten Verlag, Berlin (2010).",,,,,,f,f,f,de,1,1,2016-07-06,
2129,2007-07-28,,,f,[],,,1,"Kassel: Univ. Kassel, Infosystem Planung.","Oswalt, Philipp u.a. (2007):",,,,,,,,,,,,,documenta-effects-was-macht-die-documenta-mit-der-stadt,,,"Documenta effects: Was macht die Documenta mit der Stadt?",,,/home/documenta-effects-was-macht-die-documenta-mit-der-stadt/,,,f,f,t,de,1,4,2007-07-28,
967,2016-06-13,,,f,[],,,1,,,,,,,,,,,,,,,anja-pawel-sound-waves-light-waves-dance-waves-agnieszka-brezanskas-abstraktionsverfahren-von-tanzfotografien-aus-der-jahrhundertwende,,,"Anja Pawel: Sound Waves, Light Waves, Dance Waves Agnieszka Brezanskas Abstraktionsverfahren von Tanzfotografien aus der Jahrhundertwende",,,,,,f,f,f,de,1,1,2016-07-06,
2282,2014-08-09,,,f,[],,,1,"New York/London: Routledge.","Carusi, Annamaria/Hoel, Aud Sissel/Webmoor, Timothy/Woolgar, Steve (eds.) (2014):",,,,,,,,,,,,,visualization-age-computerization,,,"Visualization in the Age of Computerization.",,,/home/visualization-age-computerization/,,,t,f,t,en,1,4,2014-08-09,
1571,2014-07-08,,,f,[],,,1,"In: Ders. (Hg.): Bonds. Schuld, Schulden und andere Verbindlichkeiten. Paderborn: Wilhelm Fink Verlag, S. 449–454.","Macho, Thomas (2014):",,,,,,,,,,,,,durch-einen-spiegel-ein-dunkles-bild,,,"Durch einen Spiegel ein dunkles Bild.",,,/home/durch-einen-spiegel-ein-dunkles-bild/,,,f,f,t,de,1,3,2014-07-08,
1127,2016-06-19,,,f,[],,,1,,,,,,,,,,,,,,,thorsten-beck-typisch-klischees-von-juden-und-anderen-2008,,,"Thorsten Beck: Typisch! Klischees von Juden und anderen. 2008.",,,,,,f,f,f,de,1,1,2016-07-06,
848,2016-06-07,,,f,[],,,1,,,,,,,,,,,,,,,jorg-trempler-schinkels-motive-mit-einem-einleitenden-essay-von-kurt-w-forster-berlin-matthes-und-seitz-2007,,,"Jörg Trempler: Schinkels Motive. Mit einem einleitenden Essay von Kurt W. Forster, Berlin: Matthes und Seitz 2007.",,,,,,f,f,f,de,1,1,2016-07-06,
1045,2012-06-14,,,f,[],,,1,"In: domus, no. 962, October issue .","von Mende, Julia (2012):",,,,,,,,,,,,,bauhaus-and-back-globally-networked-virtual-factory,,,"Bauhaus and back, The globally networked virtual »factory«.",,,/home/bauhaus-and-back-globally-networked-virtual-factory/,,,t,f,t,en,1,2,2012-07-06,
1043,2013-06-14,,,f,[],,,1,"In: Hamburgische Architektenkammer (Hg.): Architektur in Hamburg. Jahrbuch 2013. Hamburg: Junius, S. 120–124.","von Mende, Julia (2013):",,,,,,,,,,,,,wie-gewohnt-die-siedlung-kleine-horst-hamburg-ohlsdorf,,,"Wie gewohnt. Die Siedlung »Kleine Horst« in Hamburg-Ohlsdorf.",,,/home/wie-gewohnt-die-siedlung-kleine-horst-hamburg-ohlsdorf/,,,t,f,t,de,1,3,2013-07-06,
2321,2010-08-11,,1155,f,[],,,1,"München: Deutscher Kunstverlag.","Becker, Conny/Landbrecht, Christina/Schäfer, Friederike (Hg.) (2010):",,,,,,,,,,,,,metropolitan-views-teil-2-kunstszenen-berlin-berlin-19892009,,,"Metropolitan Views. Teil 2: Kunstszenen Berlin, Berlin 1989–2009.",,,/home/metropolitan-views-teil-2-kunstszenen-berlin-berlin-19892009/,,,f,f,t,de,1,4,2010-08-11,
979,2013-06-14,,,f,[],,,1,"In: Studies in History and Philosophy of Biological and Biomedical Sciences, vol. 44, no. 2, pp. 225–236.","Nina Samuel (2013):",,,,,,,,,,,,,images-tools-visual-epistemic-practices-biological-sciences,,,"Images as Tools. On Visual Epistemic Practices in the Biological Sciences.",,,/home/images-tools-visual-epistemic-practices-biological-sciences/,,,t,f,t,en,1,2,2013-07-06,
